individualnumber,gender,citycode,dateofbirth
92574272,K,,1981
93181605,K,34,1948
99358220,E,24,1986
100471946,K,,1975
95520601,E,,1976
97309320,K,35,1967
99396924,K,35,1982
23123075,E,35,1982
100570888,E,10,1976
97076179,E,7,1947
102115128,E,42,1960
95889022,E,35,1965
94038189,K,,1969
93470416,K,38,1996
101192291,E,15,1972
93120246,E,21,1975
97231117,E,59,1974
81806495,K,,1983
98799583,K,59,1979
91286583,E,21,1955
96710246,E,38,1962
100994918,E,6,1981
96076750,K,7,1975
100658471,K,21,1999
101735043,E,35,1996
95180137,E,31,1994
100722257,K,,1959
19746436,E,,1984
98640220,E,34,2001
99680841,K,20,1980
100294944,K,7,1992
101691853,K,81,1980
16736586,E,34,1957
97378816,K,,1993
98916286,K,,1992
77825398,E,34,1967
101828132,K,35,1964
99702049,K,6,1973
87949769,K,21,1978
100752172,K,7,1972
95814714,E,35,1998
91312399,E,40,1975
97060620,E,6,1989
95619787,E,35,1991
101518460,K,34,1996
99042920,K,27,1991
91490074,K,35,1950
99331813,K,6,1995
96080441,E,,1963
94844323,E,17,1976
94609571,K,6,1992
18287291,K,,1973
43712546,K,65,1984
91781434,K,,1995
102236460,E,27,1986
97986210,E,11,1978
97641342,K,20,1974
99092350,K,6,1985
91306485,K,6,1978
98268312,E,34,1979
94649886,K,,1958
7871356,K,54,1969
92632756,K,,1994
98852031,K,5,1983
99534549,E,7,1991
78060537,K,,1987
102135928,K,33,1996
93851460,K,7,1979
97650579,K,59,2000
95805660,E,1,1978
100697909,K,55,1974
99535508,K,31,2000
94164272,E,,1963
93815835,K,33,1995
93335809,K,,1998
93502615,E,36,1960
89687182,K,67,1990
98603739,E,,1979
100947343,K,7,1972
102187030,E,35,2002
93249959,K,,1966
94432630,E,,1972
88556225,K,55,1983
99483508,E,34,1963
94077892,K,35,1997
98478308,K,34,1962
98102505,K,9,1985
88497333,E,,1983
94033295,E,55,1980
100022895,E,59,1995
101741201,E,34,2000
99774195,K,38,1997
99928460,E,52,1970
101954154,E,54,1992
100688468,K,52,1994
98019347,E,34,2000
90873952,E,,1998
94094042,E,,1956
95957090,E,35,2000
100215395,E,,1961
101228242,E,35,1967
94307811,K,34,1958
95212479,E,,1962
61770685,E,,1985
95418437,E,26,1974
95733472,K,26,1974
3589967,K,35,1965
85891264,E,,1986
24692744,E,35,1981
96743036,E,33,1978
98461872,K,35,1962
94561731,E,35,1993
91551494,K,35,1968
99467745,E,,1997
95133786,E,,1982
97454409,E,16,1967
95671909,E,7,1986
97724908,E,,1980
81184194,E,7,1990
92945915,K,,1990
18992546,E,,1988
90289295,K,14,1984
98982152,K,,1950
91764121,E,22,1966
101398331,E,6,1991
95599069,E,34,1995
92671521,K,41,1998
97483590,K,6,1999
93846953,K,,1971
99130259,E,63,1983
96143615,E,39,1992
100851705,K,,1999
97314092,K,,1999
93225264,K,,1992
92821300,E,34,1967
93572763,E,1,1994
54090185,E,34,1976
97901155,E,42,1999
97725377,K,,1975
96654637,E,35,1998
101822300,E,6,1989
96058030,E,57,1957
94104238,K,,1988
100848748,E,,2001
98134643,K,34,2000
95288867,E,38,1970
93655126,E,,1955
99524618,E,56,1979
95727701,K,16,1987
99670584,K,35,1966
84627250,K,34,1979
94883557,K,54,2000
97211806,K,,1984
94671664,E,53,1981
100052280,E,34,1986
95093492,K,7,1987
62414295,E,,1967
98545846,K,1,1999
94704944,K,34,1986
7625388,E,7,1985
98260991,K,35,1953
18649533,E,,1974
99884597,K,77,1979
96629616,E,,1987
94223021,E,33,1980
98474413,E,35,1985
97669156,K,7,1972
94549802,E,54,1970
98287970,E,25,1982
94866366,E,35,1983
102039148,E,72,1988
94969794,K,6,1995
102218148,E,80,2000
96046019,E,35,1951
97966144,E,42,1990
94165740,K,31,1986
755611,E,,1964
95396781,E,,1978
98905152,K,27,1978
81936738,E,,1970
101423209,E,34,1998
93885453,K,,1983
94544765,E,13,1991
101321739,E,61,1950
98029726,E,69,1980
93096285,E,,1974
91190659,K,7,1966
98509508,E,5,2000
93140617,K,,1963
96378163,K,20,1995
94686550,K,17,1988
92705331,E,10,1988
95478471,E,42,1984
101801235,K,26,2001
96073385,E,9,1952
97572233,E,3,1963
95210847,K,28,1959
96542359,K,35,1945
100274409,E,71,1992
97902236,E,42,1993
98786512,E,2,1989
93471354,E,35,1942
94731351,E,,1977
94281444,K,,1989
16943116,E,,1981
14608606,E,17,1978
92913981,E,65,1983
99586059,E,34,1975
97758840,E,35,1981
100885229,E,33,2002
95136396,E,34,1975
90732289,K,78,1992
67382219,K,9,1987
68195449,E,26,1971
12843623,E,6,1952
100113639,E,23,1985
99406569,K,35,1983
90672316,K,34,1969
100175345,E,34,1990
101270229,K,7,1981
93132787,E,44,1987
98671399,K,1,1994
102161214,E,27,2001
96892060,K,34,1959
98499291,K,34,1983
100820383,K,34,2001
16975151,E,34,1963
100004726,E,26,1982
93319985,K,33,1952
95013453,K,,1987
101667627,E,34,2000
94198938,K,33,1991
94501779,E,,1967
98666301,K,42,1978
94173122,K,20,1979
98758391,E,33,1989
97886595,K,41,1958
23501610,E,6,1990
94315376,K,35,1981
90497863,E,32,1974
19372631,K,,1977
92633368,K,35,1983
102044368,K,,1993
96144818,E,52,1951
100903215,K,,2002
96034885,E,34,1980
98404612,K,34,1978
90927929,E,38,1978
100202589,E,6,2000
96690241,E,35,1965
94986638,K,33,1959
94596540,E,35,1998
96657308,K,6,1976
100781679,K,,1978
93515421,E,,1975
95473047,E,34,1965
97250632,E,48,1993
96175610,K,59,1970
98075873,K,34,1992
97945691,E,34,1980
94490237,K,34,1974
1108391,E,34,1953
101303692,K,,1974
96065738,E,34,1996
98540809,E,15,1984
97678149,E,34,1968
99784248,K,2,1999
94579778,E,55,1975
98716404,E,48,1998
98449861,E,65,1973
100839082,E,73,1990
100086069,E,16,1970
98420415,K,53,1990
95541176,K,34,1955
97183481,E,34,1969
92929336,E,,1973
95124120,K,26,1943
99665465,E,6,1999
93362889,K,34,1978
98268230,K,,1977
101044184,K,,1977
99764550,K,6,1976
100916143,K,54,1988
54346185,E,39,1986
96999587,K,41,1982
95037128,K,,1967
95101934,K,34,1956
100122489,K,6,1996
97675049,K,34,1935
92031459,E,,1983
95840713,E,48,1970
100894630,K,72,1974
100813266,K,10,1957
99064719,E,3,1968
96128586,E,,1980
18735648,K,10,1960
94449779,K,,1982
96118451,E,48,1996
94947852,K,6,1964
89145429,E,,1977
101579432,K,67,1997
98705943,E,,1973
95459812,E,,1986
95353101,E,,1985
96118186,E,35,1967
93777926,E,48,1992
98308606,K,,1983
91240089,K,7,1986
96247899,E,59,1970
96897219,E,,1982
89653902,K,35,1969
96434159,K,41,1989
92004888,K,34,1957
44380096,E,3,1965
100976238,E,58,1955
99000382,E,34,1973
93540238,K,45,1973
95941653,E,7,1951
96656105,K,39,1990
98098141,K,,1994
93264294,K,54,1969
93704087,K,6,1990
101982193,K,35,2002
96077606,K,34,1942
93537342,E,55,1987
100321902,K,54,1996
90787082,K,6,1986
99801683,E,57,1999
95912758,E,,1977
95116616,E,,1979
54317555,K,,1969
94777355,K,14,1993
92858189,K,48,1985
97405753,K,44,1996
90032784,E,26,1994
43183742,E,9,1979
95259604,K,,1962
99283035,E,9,1938
100265498,E,81,1978
96990716,K,38,1975
94285991,E,34,1978
93565993,E,33,1971
96254873,K,34,1994
12835629,E,26,1972
93928235,K,59,1981
97702884,E,43,2001
96348717,E,,1960
99301061,K,35,1975
100680453,K,,1991
95869955,K,46,1985
94315641,K,10,1977
92861390,K,35,1980
53325487,E,25,1965
94229648,E,48,1995
92875277,K,6,1956
95660489,E,59,1974
99089923,E,,1979
99599864,K,38,1982
99528105,E,1,1977
96688834,K,42,1996
92882333,K,35,1957
88382893,E,65,1984
95638160,E,,1982
96805598,E,,1996
100984354,K,42,1998
80751110,E,,1971
20330399,E,,1979
91695441,K,,1996
97199509,E,15,1960
100408282,E,34,1994
88257544,E,6,1962
93614485,K,77,1978
98207258,E,,1996
98757739,E,38,1964
93179912,E,6,1967
97863389,K,81,1995
99054441,E,14,1988
97598661,K,,2000
79992469,K,35,1983
94551861,E,,1957
99118574,K,,1996
100293516,E,6,2000
94518806,E,,1973
100463748,E,7,2002
96858393,E,11,1956
100426737,E,27,1962
100777437,E,48,1983
99849033,E,,1990
94136355,K,7,1980
97225937,E,50,1995
93193269,E,35,1980
98876644,K,34,1980
98816467,E,77,1977
95020040,K,28,1999
94046753,E,10,1978
97029481,E,3,1958
96893671,K,34,1989
97347147,K,55,2001
17052620,K,34,1972
94144736,K,7,1966
23958226,E,35,1978
94996691,K,42,1971
23749780,E,9,1962
100866774,K,38,1993
99290335,E,59,1994
101598457,K,6,1993
95535058,K,,1977
94054053,E,,1959
96811838,E,55,1980
98227263,E,34,1962
97505225,K,,1991
98024220,K,6,1965
99379346,E,38,1994
96390296,E,16,1956
94332668,K,,1970
93313316,K,34,1983
95689935,K,27,1999
96772461,K,6,1994
98804803,K,71,1995
98066472,E,35,1968
99735144,E,34,1970
98115984,K,34,1996
89363541,E,35,1945
94685999,K,21,1994
96058621,K,21,1978
97339418,K,,1989
93874033,E,7,1990
101867896,K,17,1977
99351307,E,1,1944
100715527,K,,1986
5750859,K,48,1974
101870710,K,70,2001
89068776,K,38,1956
98072447,K,10,1998
71984576,E,34,1948
94417723,E,34,1962
95017674,E,48,1941
96764631,K,55,1969
97965593,E,6,2001
98173387,E,6,2000
95706024,K,34,1984
92680901,E,,1986
95679209,E,6,1976
100403041,K,61,2000
94309136,K,35,1974
97707370,E,,1955
98137783,K,34,1983
100867855,E,16,1997
101105482,K,,1983
99921873,E,,2000
101021651,E,10,1991
94863409,E,77,1953
95155503,K,35,1990
97317619,K,,1988
97479327,E,,1988
95075159,E,34,1980
93795443,K,1,1972
101251774,E,5,2002
17111899,K,34,1989
98083255,E,54,1998
96454816,E,,2000
96050240,E,34,1967
99014269,E,,1974
95185010,K,43,1997
42834306,E,34,1989
96547640,E,7,1977
101523762,K,42,1990
97163150,K,34,1987
94025688,E,21,1982
100400961,E,11,1969
98918814,E,34,1985
93742240,E,34,1999
23735016,K,35,1963
98372249,K,9,1991
42723088,K,61,1975
70250385,K,,1970
94710816,E,,1999
93872647,K,8,1989
73483424,K,33,1986
99152424,K,7,1965
102237520,K,3,1971
17667987,E,,1982
101435424,K,42,1999
100902725,K,51,2002
98633898,E,33,1977
45978681,E,35,1936
97301673,E,15,1998
98618400,E,62,1978
101927726,K,16,1996
94160091,E,,1955
99563974,E,48,1983
101374921,E,31,1963
8620718,E,34,1943
101227508,K,35,1998
94579288,K,,1981
93172999,K,34,1975
96355609,K,,1981
100374676,E,45,1959
100205729,E,,1993
94748113,K,65,1965
96714038,E,,1988
101793710,E,81,1996
94916061,E,55,1983
100012087,E,6,1982
93514727,E,34,1986
101951544,K,,1994
98089617,E,34,1999
101127342,E,59,1988
98477349,E,6,1981
96562322,K,77,1984
90196164,E,35,1975
80113576,E,74,1947
99010231,E,41,1973
100020733,E,,1968
98657838,E,35,1988
98747787,E,1,1999
92718320,E,34,1985
95323451,K,34,1993
97527819,E,65,1985
97396087,E,34,1968
97908312,K,34,1987
101756474,K,4,1981
94159622,E,34,1988
91450737,K,55,1990
99534467,E,7,1996
95595826,E,25,1990
99466725,E,34,1989
100786369,K,16,1988
100335850,E,1,1968
102021957,K,43,1997
94210541,K,10,1998
99957437,K,34,1999
96349186,E,35,1947
98510629,E,33,1985
98067961,K,10,1974
95102321,K,7,1993
93137048,K,39,1998
96637038,E,76,1985
95741302,K,6,1981
96555756,E,,1990
1926984,E,52,1949
96785471,E,,1980
93506550,E,34,1981
95355976,K,6,1966
5462130,E,59,1974
97859086,E,3,1969
97215802,K,46,1986
96990655,E,73,1965
90132399,E,34,1984
95147591,K,34,1986
98925258,K,,1982
99671093,K,,1988
19704346,E,,1976
99805496,E,25,1993
95489849,K,,1987
96783595,E,,1985
70825315,E,,1983
21018484,E,7,1949
23086960,E,34,1975
97254302,E,20,1976
55508790,E,54,1976
19308355,E,34,1976
95275836,E,,1960
95308687,E,16,1973
8997928,E,,1980
23996114,K,34,1976
95292272,E,34,1973
100828478,K,,1992
100886371,E,42,2000
96928867,K,,1985
96996140,E,59,1997
97589729,K,59,1973
101529838,K,6,1975
9897233,E,,1983
95651557,E,33,1976
99170797,E,9,1963
93214313,E,34,1988
45207764,E,,1976
94083499,K,48,1946
95105930,K,2,1982
97997384,E,16,1952
96179158,E,7,1973
100109214,K,6,1994
93979745,E,6,1985
100809228,K,6,1954
95562954,K,28,1982
100120674,E,6,1989
98690302,K,34,1971
96962738,E,9,1970
101455204,K,12,1997
98263193,K,6,1971
95628616,E,9,1954
96020855,E,35,1973
101811206,E,67,1997
95840101,K,2,2000
98880049,K,3,1979
98751274,K,22,1966
97760777,E,34,1981
101306220,K,35,1985
94162232,E,39,1987
97258319,K,,1989
98166535,K,35,1987
94561241,E,,1952
94977685,E,34,1961
96748643,E,1,1951
87682471,K,34,1964
82986983,E,21,1985
98446088,K,7,1996
101564321,E,34,1976
96949993,E,79,1990
93097080,E,6,1994
96782045,E,81,1958
97787062,K,,1984
95701191,E,57,1957
102072529,E,,1985
101406304,K,35,1990
98537179,E,54,1959
77995323,E,26,1970
93222633,K,,1996
94039901,E,6,1985
95148182,E,35,1970
74872196,E,54,1972
101214742,K,63,1967
98826928,K,3,1959
97791548,E,67,1965
100259971,E,35,1963
96132521,K,63,1997
98238702,E,71,2001
22474937,K,31,1971
101643319,E,34,2002
75267453,K,48,1983
20399548,K,34,1969
101653046,E,35,1995
94840121,E,,1989
96369496,K,33,1984
90400389,E,,1990
95465562,E,77,1996
95604941,K,35,1979
100895425,K,,1978
51510931,E,15,1980
7016831,K,6,1962
9391370,E,,1975
94270493,K,34,1964
96816936,E,31,1957
93545315,K,34,1981
101853254,K,,1999
99733064,K,20,1984
93834717,K,,1986
99877459,E,63,1998
60608038,E,31,1977
99035578,E,32,1995
86297960,K,34,1990
89134213,K,35,1978
73673293,K,,1983
96368680,E,20,1986
99490726,K,19,1982
7193160,E,,1969
99379794,E,22,1981
96534956,E,34,1998
101257932,K,54,1983
94190740,K,,1970
98085518,E,34,1980
94405304,E,,1992
89945853,E,34,1958
93301713,K,7,1996
98692729,K,15,1964
7448569,E,6,1965
96608734,E,16,1978
97742179,K,,1999
100708410,E,46,1978
93773623,K,,2000
93787510,E,35,2040
97443967,K,,1993
93640749,K,35,1973
98310686,E,20,1976
95068776,K,,1979
101245391,K,45,1977
98858189,K,,1989
92948117,K,34,1994
100664955,K,7,1961
96443947,K,6,1989
99713467,E,28,1958
92664322,K,34,1999
93707635,K,,1970
93641891,K,39,1963
7429380,K,35,1976
98039249,K,31,1979
92980703,E,,1982
100817079,E,34,1992
100504042,K,41,2001
98374941,E,18,1997
17561806,K,71,1978
96273103,K,41,1999
54609098,K,6,1978
98869037,K,33,1982
91531285,K,34,1993
57401610,K,34,1981
101462157,E,49,1989
94358076,E,1,1967
95349818,K,6,1950
94157868,E,,1960
89142411,E,33,1982
99228812,K,9,1982
18481360,E,51,1971
92714976,E,,2000
100853030,K,34,1999
101714283,K,,2001
99618971,E,44,1986
96475656,E,41,1981
95881537,E,,1981
82137659,E,34,1962
96139373,K,,1990
102041533,E,35,1961
96888348,E,41,1974
88610854,E,48,1940
101553778,E,,2002
82244635,K,34,1958
100754618,K,18,1999
96264253,K,35,1980
95683878,E,59,1989
93228465,E,7,1991
94047140,K,59,1984
101362706,K,33,1981
68537625,E,34,1993
98387951,E,9,1999
20270487,K,,1979
88351958,E,,1987
94599333,K,34,1980
94500738,K,35,1983
90306627,K,34,1968
93191433,E,31,1984
93080093,E,80,1975
93460872,E,42,1989
93954377,K,,1979
82749539,E,34,1974
53064429,K,35,1990
91496537,K,9,1970
97661549,K,16,1985
100476880,K,,1989
99968346,K,34,1989
96103544,E,6,1961
96122611,E,38,1963
95065085,E,34,1999
85737916,E,35,1977
98746298,E,16,1983
94689282,K,34,1970
94550168,E,6,1978
101028339,E,16,1984
54892750,E,72,1988
101173489,K,6,2002
24399018,E,50,1960
100575536,K,45,1994
93525392,K,,1957
89496741,K,,1981
96846504,K,33,1994
94236826,E,34,1961
89115228,K,34,1996
98772787,K,10,1981
97357118,E,34,1984
88971710,E,9,1958
98205790,K,,1971
98009721,K,54,1999
95199427,K,,1995
101170736,K,6,1965
98229179,K,,1979
51914304,K,,1981
99235317,E,33,1983
94349287,K,,1986
97050668,K,54,1980
94697194,E,39,1998
96362440,E,60,1953
96490481,E,17,1955
93877520,K,,1961
89418681,E,,1976
93947403,K,,1966
92951665,E,34,1981
101752314,K,57,1993
95163619,K,59,1996
1655261,E,34,1963
97818159,E,9,1983
20790298,E,48,1960
96754618,K,35,1975
98794790,E,35,1977
80448065,E,34,1969
91807086,K,35,1965
53054988,E,35,1961
79993304,E,20,1972
92206564,E,,1985
96410871,E,34,1941
91114494,E,34,1990
96831210,E,35,1983
93809778,K,32,1958
94222470,E,,1975
92096223,E,34,1979
89714445,E,,1973
96161498,K,34,1991
98625027,E,3,1985
99778191,E,,1983
95847401,K,,1972
95625598,E,23,1948
98558774,K,,1999
96769157,E,14,1994
92929988,E,58,1982
99331628,K,38,1984
93098670,K,7,1956
94674192,K,9,1969
95333504,E,27,1989
79734000,E,35,1955
101809921,K,,1972
96585467,E,6,1963
96222939,E,,1978
93609488,E,,1965
87851275,E,34,1954
59712363,E,6,1960
99821667,K,54,1991
93677638,E,,1976
100104768,K,1,1975
96328161,K,6,1990
100496660,K,31,1964
98458629,E,33,1976
100513239,K,35,1957
74118306,E,34,1975
95550209,K,16,1991
94678413,K,34,1999
102075261,K,42,1996
102280832,K,1,1983
93968121,K,,1977
95393191,E,54,1958
96344128,E,48,1990
93571131,K,,1980
100202078,K,,1994
101856129,K,44,1999
99969019,K,20,2001
99680738,K,72,1974
101988330,E,63,1994
7856428,K,34,1955
88219553,K,,1989
101582551,K,,1996
100980724,K,25,1973
63281645,K,35,1989
96235806,E,62,1995
97749887,E,35,1973
96355466,K,,1986
99730433,E,34,1975
98472169,K,6,1968
59488602,E,35,1970
97941836,K,35,1988
91021548,E,45,1987
91556714,E,,1987
94687793,K,42,1994
96869445,K,45,1984
100638914,K,32,1991
95833249,K,34,1982
95724519,E,41,1986
101970752,K,31,1985
92763386,K,35,1963
93726864,K,,1994
95937554,K,34,1976
98881170,E,27,1974
100451451,K,34,1998
94057458,K,,1980
99002910,K,,1984
99656451,K,34,1960
99359932,E,3,1999
95208073,K,35,1990
1871293,K,59,1960
83383830,E,34,1990
94468478,E,6,1981
95747134,K,,1980
98376735,K,52,2000
93081704,E,33,1998
101828090,K,,1964
94245390,K,,1973
98874808,K,16,1971
95197816,K,,1996
96473372,K,32,1960
95374471,E,7,1986
97200222,E,33,1974
95315518,K,48,1965
101512199,E,65,1993
96691219,K,,1991
101185010,K,34,1953
16669904,E,34,1979
100555022,E,6,1951
98698805,K,33,1977
101264906,E,35,2001
68974991,K,7,1976
88912471,K,34,1961
94758635,K,34,1961
98426022,K,7,1979
73742972,E,35,1972
84086740,E,61,1977
98491562,K,34,2001
88800336,K,14,1990
96438767,K,78,1999
101505143,K,,1982
100809472,E,7,1958
99614403,E,20,1994
98723561,E,,1977
89859452,E,,1983
47974174,E,,1973
94839978,K,34,1963
99653841,E,27,1981
96302141,K,,1993
95403999,E,12,1998
18522266,E,71,1966
3225542,K,34,1955
94624007,E,,1979
94451104,K,7,1970
101579859,K,,1995
94271757,E,35,1963
99791731,K,34,1961
98650578,K,,1963
20247342,K,35,1957
98523761,E,80,1975
25160473,E,6,1953
16804776,K,,1976
97175344,E,9,1983
72465927,E,72,1985
101234644,E,6,1965
96766282,E,16,1982
101265762,K,21,2002
97224774,K,11,1995
97684429,K,1,1971
101708634,E,38,1974
99700783,K,,1962
94250080,K,7,1997
94361420,K,,1964
101113781,E,65,1998
89286480,E,34,1979
94051830,E,9,2000
101275489,E,,1955
99843180,E,,1986
94292496,E,35,1972
94147998,K,23,1989
25218488,E,9,1979
100610019,K,34,1985
96115555,E,16,1985
98798134,E,,1951
94595030,E,35,1948
93221409,K,6,1983
97200426,E,7,1995
96030439,E,31,1974
101758880,E,54,1975
91483262,K,44,1961
96892834,E,19,1962
98194492,E,,1981
90316680,E,31,1972
95895750,E,35,1997
8677570,K,48,1981
17558441,K,1,1985
101039269,K,16,1967
88762631,E,,1994
96624823,E,1,1959
97197000,K,35,1965
101571539,K,10,1995
95056418,K,77,1985
92987126,E,,1983
101729495,E,74,1950
96005683,K,67,1995
83539767,E,35,1956
96170613,K,,1986
93016185,K,6,1991
94893364,K,34,1991
93324225,E,,1975
88513727,E,3,1989
97010557,E,33,1965
7707322,E,34,1971
95111293,K,15,1999
18650715,E,34,1979
95075872,E,41,1963
101360075,E,34,1987
98171816,K,,2000
96386523,K,34,1991
92671561,K,,1984
99838755,E,34,1977
97083254,K,27,1991
96568623,K,,1977
12578262,K,34,1978
92996180,E,6,1985
85810205,E,7,1969
95686753,K,,1993
95880252,K,,1989
100686060,E,19,1995
101726538,K,33,1963
24281764,E,34,1958
98018367,K,,1992
89102891,E,42,1990
94483507,K,34,1987
99623518,K,16,1973
78002072,K,31,1985
91706125,E,34,1994
96637894,K,34,1980
97121611,K,34,1993
92637812,K,34,1975
96969569,E,6,1994
91235826,E,47,1990
97700049,K,,1990
92871830,K,14,1988
94796258,K,,1960
100350837,K,72,1997
101015247,K,,1979
101309625,K,1,1989
100724968,K,6,1982
94481610,K,,1977
95059701,E,,1974
94167982,K,7,1983
98761775,K,32,1996
101364296,K,34,1967
100893711,K,6,2000
97720502,K,,1991
92096549,E,34,1971
99320351,K,61,1987
93254403,K,,1989
98593236,E,,2000
21092302,E,3,1960
92657205,K,12,1979
52591581,E,,1966
100523475,K,52,2001
101714935,E,35,1972
94098364,K,34,1992
90701802,E,34,1973
4727204,K,6,1971
95612241,E,,1999
19121279,K,68,1951
97562138,E,,1989
99482528,K,22,1959
97176751,E,34,1970
93533895,E,6,1969
95356098,K,48,1980
95093572,K,34,1948
86947137,K,44,1993
63561442,E,65,1979
99103442,E,16,1976
95735245,K,33,1997
5866807,E,32,1965
93385809,K,35,1980
97995018,E,43,1988
100554145,K,6,1984
96356322,K,16,1999
95656308,E,1,1982
96165923,E,61,1995
101318006,K,6,1962
98384708,K,34,2000
101413461,E,37,1962
95730290,E,,1989
92841446,E,,1979
93877764,K,7,1989
99759328,E,10,1997
98696582,E,19,1973
60975704,E,35,1968
94763651,E,34,1957
8976842,E,35,1960
7596777,K,6,1969
97624109,K,54,2000
96666402,K,,1996
12688317,E,59,1956
98612343,K,48,1991
101588444,K,,1992
96080195,K,35,1981
48933288,K,1,1966
101938696,E,34,1993
13682995,E,44,1973
13157882,E,6,1982
101971690,E,35,1990
88623191,E,34,1984
95635508,K,3,1994
98694910,K,,1999
100806046,K,,1993
101293475,K,47,2000
98379671,E,41,1983
96304139,K,41,1991
93354670,K,9,1985
92128075,E,,1982
99577636,K,,1989
100068327,K,47,1997
97397881,E,,1945
98455937,E,57,1978
93363194,K,44,1976
101914552,K,50,2002
93130583,K,63,1989
96661100,K,26,1995
98553247,E,3,1964
87953601,K,,1973
94431568,K,22,1978
101852764,K,34,1959
92920057,E,42,1990
100493499,E,34,1982
100591217,K,,1989
96518907,E,38,1946
92935616,E,,1979
99515604,K,19,2000
3376299,K,35,1959
96278853,E,,1986
95216576,E,48,1986
93197265,K,7,1982
97757778,E,10,1955
84558446,E,,1952
101154891,E,16,1964
100204627,K,,2000
99134295,K,34,1982
93413970,K,,1953
100347411,E,34,1996
84062045,E,35,1991
93450716,E,,1954
86817954,K,,1988
100041838,E,81,1999
94616360,E,,1954
99356363,K,,1993
88865977,E,48,1974
95916407,K,57,1959
93520538,E,34,1987
91607530,E,54,1972
102012392,E,10,1996
96179871,E,35,1992
95769055,K,34,2000
89269697,K,48,1995
100661039,K,6,1982
94316272,K,34,1982
95229382,K,34,1984
96545947,K,,1987
95090146,E,35,2000
95617726,K,35,1993
82361195,K,45,1975
98671826,K,,1964
93596743,K,,1987
102032111,E,20,1987
95984618,K,10,1990
96123324,E,6,1997
96968080,E,7,1999
98658347,E,,1976
100512280,K,1,1988
94608509,K,,1993
95139454,E,9,1954
93530999,E,,1973
93165066,E,7,1963
93898564,K,,1961
95386808,K,6,1972
97635651,E,34,1996
93955437,K,,1980
99717280,E,34,1988
91695134,E,,1989
100032050,K,7,1979
101799439,E,45,2001
100875807,K,33,1985
99657042,K,34,1989
101425920,E,26,1993
44165898,K,,1962
95018448,K,35,1949
94899726,E,6,1981
98176975,E,9,1978
99483527,K,54,1989
101584345,E,23,1973
95634427,K,68,1974
94876459,E,35,1983
88666034,K,60,1954
81025849,E,34,1978
70005334,K,34,1979
99270656,K,,1991
98143573,E,5,2001
94475431,E,,1958
86288416,E,6,1969
96321921,K,39,1997
94932190,K,35,1963
86537320,K,34,1981
99475962,E,48,2001
101808289,K,26,1954
101688364,K,,1966
94218350,K,67,1987
101676435,E,77,1978
101377224,E,6,1999
97787897,K,33,1996
89613484,E,81,1988
97672458,E,,1992
95543153,E,6,1968
100101056,K,16,1995
98390744,E,15,2001
97260521,K,70,1998
89949788,E,,1995
97170633,K,3,1997
24053986,E,35,1975
99900583,E,35,1998
98091329,K,9,1969
71668786,K,34,1978
102041634,K,59,1986
79288497,E,34,1981
97010536,E,44,1988
23663011,E,9,1961
94171265,E,9,1977
102220594,E,10,1963
96433179,K,34,1989
96858147,E,,1992
96724009,K,,1988
97734654,K,35,1999
100688609,K,34,1998
58606997,K,16,1984
100318516,E,34,1992
100020386,E,34,1997
98245798,E,10,1980
92910330,K,1,1959
94482609,K,35,1960
99034150,E,,1960
98690811,E,41,1968
99485077,K,34,1976
101617339,K,34,1993
98337806,K,34,1971
97253282,E,6,1984
94101647,E,67,1969
80520068,E,10,1974
99798236,E,31,1994
100170939,K,6,1987
24192141,E,3,1974
102054644,K,12,1998
94484485,E,,1977
99280566,E,9,1969
81190575,E,34,1972
101216067,E,60,1982
100578533,K,11,1997
80220796,K,,1985
100162028,K,45,1977
100981906,K,7,1993
101147366,E,28,1994
99893201,E,56,1987
101378917,E,1,1998
97239782,K,10,1977
100061761,K,,1992
5326665,E,,1978
41839321,E,9,1952
101036516,E,34,1979
100430508,K,,1986
95222000,E,25,1986
98472964,K,,1994
22110512,E,,1980
89585731,E,35,1960
93604512,E,81,1994
95866304,E,34,1993
93489094,K,,1984
95291496,K,35,1961
94645459,E,,1974
100755943,E,35,1995
99824725,K,,1985
18916156,K,,1969
95814529,K,,1968
94206135,K,,1989
101741485,E,34,1966
95727720,E,7,1978
94879212,E,26,1986
96727904,K,36,1994
93090533,K,,1978
96255443,K,59,1957
101338337,K,34,1970
88162476,E,,1957
101349940,E,34,1993
88602309,E,20,1980
72570945,E,35,1987
94893894,K,,1985
89459158,E,6,1991
91701353,E,6,1982
96468457,K,14,1994
102061761,K,63,1999
100913083,K,,1997
95044529,E,,1989
94617685,K,45,1984
96318148,K,34,1996
46391943,E,34,1977
18472346,K,34,1978
2176132,E,1,1962
82812305,E,7,1971
99673478,K,31,1977
58513765,K,,1982
44472287,K,,1972
56531017,E,50,
100050749,E,35,1984
101719564,E,78,1973
101104584,K,34,2001
97918609,E,35,1942
67765484,E,44,1990
97856108,K,19,2000
95780454,K,17,1968
101069632,K,34,1980
99827131,K,35,1990
98392334,K,6,1995
102156053,E,27,1986
75820624,K,,1993
94599373,K,38,1963
99353406,K,7,1971
99943304,K,19,2001
4197176,E,20,1975
100051891,E,40,1978
93092022,K,6,1989
94635793,K,,1972
96189312,E,9,2000
93949115,K,34,1963
99662956,E,34,1963
97022465,E,20,1965
90351264,E,35,1977
96163414,E,43,1998
96389377,E,59,1972
